expectation_name,system,code,ucum_code,low,high
Creatinine renal clearance in 24 hour between 20.0 and 206.0 mL/min/1.73.m2,http://loinc.org,2164-2,mL/min/1.73.m2,20.0,206.0
Cobalamin (Vitamin B12) [Mass/volume] in Serum or Plasma between 5.0 and 600.0 pmol/L,http://loinc.org,2132-9,pmol/L,5.0,600.0
Creatinine [Mass/volume] in Serum or Plasma between 3.5 and 142.0 mmol/L,http://loinc.org,2160-0,mmol/L,3.5,142.0
Creatinine [Mass/time] in 24 hour Urine between 47.0 and 335.0 mL/min,http://loinc.org,2162-6,mL/min,47.0,335.0
Cobalamin (Vitamin B12) [Mass/volume] in Serum or Plasma between 302.0 and 1000.0 ng/L,http://loinc.org,2132-9,ng/L,302.0,1000.0
Creatinine [Mass/volume] in Serum or Plasma between 10.0 and 200.0 umol/L,http://loinc.org,2160-0,umol/L,10.0,200.0
Creatinine [Mass/volume] in Urine between 2.0 and 706.0 ng/mL,http://loinc.org,2161-8,ng/mL,2.0,706.0
Creatinine [Mass/volume] in Serum or Plasma between 2.5 and 36.0 g/dL,http://loinc.org,2160-0,g/dL,2.5,36.0
Creatinine [Mass/volume] in Urine between 300.0 and 3000.0 mg/L,http://loinc.org,2161-8,mg/L,300.0,3000.0
Creatinine [Mass/volume] in Urine between 1.0 and 8.0 mg/g,http://loinc.org,2161-8,mg/g,1.0,8.0
Creatinine [Mass/volume] in Urine between 0.01 and 40.0 g/L,http://loinc.org,2161-8,g/L,0.01,40.0
Estradiol (E2) [Mass/volume] in Serum or Plasma between 0.0 and 40000.0 pg/mL,http://loinc.org,2243-4,pg/mL,0.0,40000.0
Estriol (E3).unconjugated [Mass/volume] in Serum or Plasma between 0.01 and 10.0 ng/mL,http://loinc.org,2250-9,ng/mL,0.01,10.0
Cholesterol in LDL [Moles/volume] in Serum or Plasma between 19.0 and 2500.0 nmol/L,http://loinc.org,22748-8,nmol/L,19.0,2500.0
Ferritin [Mass/volume] in Serum or Plasma between 0.01 and 400.0 ng/mL,http://loinc.org,2276-4,ng/mL,0.01,400.0
Cholesterol in LDL [Moles/volume] in Serum or Plasma between 0.1 and 11.0 mmol/L,http://loinc.org,22748-8,mmol/L,0.1,11.0
Ferritin [Mass/volume] in Serum or Plasma between 0.0 and 500.0 ug/L,http://loinc.org,2276-4,ug/L,0.0,500.0
Folate [Mass/volume] in Blood between 2.0 and 50.0 %,http://loinc.org,2282-2,%,2.0,50.0
Estradiol (E2) [Mass/volume] in Serum or Plasma between 0.0 and 500.0 ng/L,http://loinc.org,2243-4,ng/L,0.0,500.0
Gamma glutamyl transferase [Enzymatic activity/volume] in Serum or Plasma between 0.01 and 90.0 [iU]/L,http://loinc.org,2324-2,[iU]/L,0.01,90.0
Glucose [Mass/volume] in Blood between 1.0 and 300.0 mg/dL,http://loinc.org,2339-0,mg/dL,1.0,300.0
Glucose [Mass/volume] in Cerebral spinal fluid between 1.0 and 100.0 mg/dL,http://loinc.org,2342-4,mg/dL,1.0,100.0
Glucose [Mass/volume] in Urine between 0.0 and 800.0 mosm/kg,http://loinc.org,2350-7,mosm/kg,0.0,800.0
Gamma glutamyl transferase [Enzymatic activity/volume] in Serum or Plasma between 10.0 and 70.0 ug/mL,http://loinc.org,2324-2,ug/mL,10.0,70.0
Glucose [Mass/volume] in Urine between 0.01 and 500.0 mg/dL,http://loinc.org,2350-7,mg/dL,0.01,500.0
Gamma glutamyl transferase [Enzymatic activity/volume] in Serum or Plasma between 10.0 and 60.0 [U],http://loinc.org,2324-2,[U],10.0,60.0
Cancer Ag 19-9 [Units/volume] in Serum or Plasma between 1.0 and 1000.0 [iU]/mL,http://loinc.org,24108-3,[iU]/mL,1.0,1000.0
Iron [Mass/volume] in Serum or Plasma between 0.01 and 150.0 ug/dL,http://loinc.org,2498-4,ug/dL,0.01,150.0
Iron binding capacity.unsaturated [Mass/volume] in Serum or Plasma between 0.01 and 500.0 ug/dL,http://loinc.org,2501-5,ug/dL,0.01,500.0
Iron saturation [Mass Fraction] in Serum or Plasma between 0.0 and 100.0 %,http://loinc.org,2502-3,%,0.0,100.0
Cancer Ag 19-9 [Units/volume] in Serum or Plasma between 1.0 and 1000.0 [arb'U]/mL,http://loinc.org,24108-3,[arb'U]/mL,1.0,1000.0
Iron binding capacity [Mass/volume] in Serum or Plasma between 0.0 and 1000.0 umol/L,http://loinc.org,2500-7,umol/L,0.0,1000.0
Iron binding capacity.unsaturated [Mass/volume] in Serum or Plasma between 0.0 and 100.0 %,http://loinc.org,2501-5,%,0.0,100.0
Cancer Ag 19-9 [Units/volume] in Serum or Plasma between 1.0 and 1000.0 10*3.[U]/L,http://loinc.org,24108-3,10*3.[U]/L,1.0,1000.0
Iron [Mass/volume] in Serum or Plasma between 0.0 and 100.0 %,http://loinc.org,2498-4,%,0.0,100.0
Iron binding capacity [Mass/volume] in Serum or Plasma between 0.0 and 100.0 %,http://loinc.org,2500-7,%,0.0,100.0
Cancer Ag 19-9 [Units/volume] in Serum or Plasma between 1.0 and 1000.0 [U]/mL,http://loinc.org,24108-3,[U]/mL,1.0,1000.0
Lipids [Mass/volume] in Serum between 20.0 and 500.0 mg/dL,http://loinc.org,2569-2,mg/dL,20.0,500.0
Triglyceride [Mass/volume] in Serum or Plasma between 1.0 and 10.0 mmol/L,http://loinc.org,2571-8,mmol/L,1.0,10.0
Eosinophils [#/volume] in Blood between 0.0 and 1.0 10*3/L,http://loinc.org,26449-9,10*3/L,0.0,1.0
Eosinophils/100 leukocytes in Blood between 0.0 and 500.0 uL,http://loinc.org,26450-7,uL,0.0,500.0
Leukocytes [#/volume] in Blood between 0.0 and 100.0 {cells},http://loinc.org,26464-8,{cells},0.0,100.0
Lymphocytes [#/volume] in Blood between 0.01 and 50.0 10*3/uL,http://loinc.org,26474-7,10*3/uL,0.01,50.0
Lymphocytes/100 leukocytes in Blood between 0.0 and 2300.0 uL,http://loinc.org,26478-8,uL,0.0,2300.0
Monocytes [#/volume] in Blood between 0.0 and 1000.0 10*3/uL,http://loinc.org,26484-6,10*3/uL,0.0,1000.0
Monocytes/100 leukocytes in Blood between 0.0 and 100.0 %{vol},http://loinc.org,26485-3,%{vol},0.0,100.0
Neutrophils/100 leukocytes in Blood between 45.0 and 75.0 %,http://loinc.org,26511-6,%,45.0,75.0
Promyelocytes [#/volume] in Blood between 1.0 and 1000.0 10*3/uL,http://loinc.org,26523-1,10*3/uL,1.0,1000.0
Osmolality of Serum or Plasma between 220.0 and 420.0 mosm/L,http://loinc.org,2692-2,mosm/L,220.0,420.0
Basophils [#/volume] in Blood between 0.01 and 1.0 10*3/mm3,http://loinc.org,26444-0,10*3/mm3,0.01,1.0
Eosinophils [#/volume] in Blood between 0.0 and 1.0 10*3/mm3,http://loinc.org,26449-9,10*3/mm3,0.0,1.0
Leukocytes [#/volume] in Blood between 0.0 and 12.0 uL,http://loinc.org,26464-8,uL,0.0,12.0
Lymphocytes [#/volume] in Blood between 0.0 and 3000.0 /uL,http://loinc.org,26474-7,/uL,0.0,3000.0
Lymphocytes/100 leukocytes in Blood between 0.0 and 35.0 %{vol},http://loinc.org,26478-8,%{vol},0.0,35.0
Monocytes/100 leukocytes in Blood between 0.0 and 100.0 %,http://loinc.org,26485-3,%,0.0,100.0
Neutrophils [#/volume] in Blood between 0.01 and 50.0 10*3/uL,http://loinc.org,26499-4,10*3/uL,0.01,50.0
Osmolality of Serum or Plasma between 220.0 and 420.0 mmol/kg,http://loinc.org,2692-2,mmol/kg,220.0,420.0
Magnesium [Moles/volume] in Serum or Plasma between 0.0 and 3.0 mmol/L,http://loinc.org,2601-3,mmol/L,0.0,3.0
Basophils [#/volume] in Blood between 0.01 and 1.0 10*3/uL,http://loinc.org,26444-0,10*3/uL,0.01,1.0
Eosinophils [#/volume] in Blood between 0.001 and 1.0 10*3/uL,http://loinc.org,26449-9,10*3/uL,0.001,1.0
Eosinophils/100 leukocytes in Blood between 0.0 and 1.0 mm3,http://loinc.org,26450-7,mm3,0.0,1.0
Leukocytes [#/volume] in Blood between 0.01 and 150.0 10*3/uL,http://loinc.org,26464-8,10*3/uL,0.01,150.0
Lymphocytes [#/volume] in Blood between 0.0 and 100.0 %,http://loinc.org,26474-7,%,0.0,100.0
Neutrophils [#/volume] in Blood between 1.0 and 50000.0 /mm3,http://loinc.org,26499-4,/mm3,1.0,50000.0
Leukocytes [#/volume] in Blood between 0.0 and 20.0 mm3,http://loinc.org,26464-8,mm3,0.0,20.0
Neutrophils [#/volume] in Blood between 1.0 and 50000.0 mm3,http://loinc.org,26499-4,mm3,1.0,50000.0
Osmolality of Serum or Plasma between 220.0 and 420.0 mosm,http://loinc.org,2692-2,mosm,220.0,420.0
Leukocytes [#/volume] in Blood between 0.0 and 25000.0 /uL,http://loinc.org,26464-8,/uL,0.0,25000.0
Erythrocytes [#/volume] in Blood between 300000.0 and 10000000.0 uL,http://loinc.org,26453-1,uL,300000.0,10000000.0
Lymphocytes/100 leukocytes in Blood between 0.0 and 3300.0 fL,http://loinc.org,26478-8,fL,0.0,3300.0
Erythrocytes [#/volume] in Blood between 0.0 and 550.0 {cells}/mm3,http://loinc.org,26453-1,{cells}/mm3,0.0,550.0
Leukocytes [#/volume] in Blood between 0.0 and 10.0 mg,http://loinc.org,26464-8,mg,0.0,10.0
Lymphocytes/100 leukocytes in Blood between 0.0 and 100.0 %,http://loinc.org,26478-8,%,0.0,100.0
Erythrocytes [#/volume] in Blood between 0.0 and 100.0 10*6/uL,http://loinc.org,26453-1,10*6/uL,0.0,100.0
Leukocytes [#/volume] in Blood between 0.0 and 100.0 %,http://loinc.org,26464-8,%,0.0,100.0
Erythrocytes [#/volume] in Blood between 0.0 and 200.0 /[HPF],http://loinc.org,26453-1,/[HPF],0.0,200.0
Leukocytes [#/volume] in Blood between 0.0 and 10.0 L,http://loinc.org,26464-8,L,0.0,10.0
Erythrocytes [#/volume] in Blood between 0.0 and 6.0 g/dL,http://loinc.org,26453-1,g/dL,0.0,6.0
Leukocytes [#/volume] in Blood between 0.0 and 14.0 pH,http://loinc.org,26464-8,pH,0.0,14.0
Erythrocytes [#/volume] in Blood between 0.0 and 20000.0 mm3,http://loinc.org,26453-1,mm3,0.0,20000.0
Erythrocytes [#/volume] in Blood between 0.0 and 8.0 mm,http://loinc.org,26453-1,mm,0.0,8.0
Erythrocytes [#/volume] in Blood between 0.0 and 5.0 mL,http://loinc.org,26453-1,mL,0.0,5.0
Erythrocytes [#/volume] in Blood between 0.0 and 500000.0 fL,http://loinc.org,26453-1,fL,0.0,500000.0
Erythrocytes [#/volume] in Blood between 0.0 and 100.0 %,http://loinc.org,26453-1,%,0.0,100.0
Osmolality of Urine between 100.0 and 1000.0 mosm/L,http://loinc.org,2695-5,mosm/L,100.0,1000.0
Oxygen [Partial pressure] in Arterial blood between 30.0 and 150.0 mm[Hg],http://loinc.org,2703-7,mm[Hg],30.0,150.0
Oxygen [Partial pressure] in Venous blood between 20.0 and 100.0 mm[Hg],http://loinc.org,2705-2,mm[Hg],20.0,100.0
pH of Urine between 5.0 and 11.0 pH,http://loinc.org,2756-5,pH,5.0,11.0
Osmolality of Urine between 100.0 and 1000.0 mosm/kg,http://loinc.org,2695-5,mosm/kg,100.0,1000.0
Osmolality of Urine between 100.0 and 1000.0 mosm,http://loinc.org,2695-5,mosm,100.0,1000.0
Potassium [Moles/volume] in Serum or Plasma between 3.0 and 8.0 mmol,http://loinc.org,2823-3,mmol,3.0,8.0
Prolactin [Mass/volume] in Serum or Plasma between 1.0 and 1000.0 ng/mL,http://loinc.org,2842-3,ng/mL,1.0,1000.0
MCHC [Mass/volume] between 0.0 and 100.0 g/dL,http://loinc.org,28540-3,g/dL,0.0,100.0
Prostate specific Ag [Mass/volume] in Serum or Plasma between 0.0 and 20.0 ng/mL,http://loinc.org,2857-1,ng/mL,0.0,20.0
Potassium [Moles/volume] in Serum or Plasma between 3.0 and 8.0 10*-3.eq/L,http://loinc.org,2823-3,10*-3.eq/L,3.0,8.0
MCH [Entitic mass] between 0.0 and 100.0 %,http://loinc.org,28539-5,%,0.0,100.0
Albumin [Mass/volume] in Serum or Plasma by Electrophoresis between 2.0 and 1000.0 g/dL,http://loinc.org,2862-1,g/dL,2.0,1000.0
Gamma globulin [Mass/volume] in Serum or Plasma by Electrophoresis between 0.01 and 20.0 g/L,http://loinc.org,2874-6,g/L,0.01,20.0
Potassium [Moles/volume] in Serum or Plasma between 3.0 and 8.0 mmol/L,http://loinc.org,2823-3,mmol/L,3.0,8.0
Prostate specific Ag [Mass/volume] in Serum or Plasma between 0.0 and 6.0 ug/L,http://loinc.org,2857-1,ug/L,0.0,6.0
Albumin [Mass/volume] in Serum or Plasma by Electrophoresis between 10.0 and 100.0 %,http://loinc.org,2862-1,%,10.0,100.0
Protein [Mass/volume] in Serum or Plasma between 6.0 and 15.0 g/dL,http://loinc.org,2885-2,g/dL,6.0,15.0
Sex hormone binding globulin [Mass/volume] in Serum or Plasma between 0.01 and 200.0 nmol/L,http://loinc.org,2942-1,nmol/L,0.01,200.0
Specific gravity of Urine between 1.0 and 21.0 u,http://loinc.org,2965-2,u,1.0,21.0
Protein [Mass/volume] in Serum or Plasma between 0.0 and 100.0 g/L,http://loinc.org,2885-2,g/L,0.0,100.0
Protein [Mass/volume] in Urine between 0.0 and 1000.0 mg/dL,http://loinc.org,2888-6,mg/dL,0.0,1000.0
Body weight between 7.0 and 24000.0 [oz_av],http://loinc.org,29463-7,[oz_av],7.0,24000.0
Sodium [Moles/volume] in Serum or Plasma between 100.0 and 150.0 mmol/L,http://loinc.org,2951-2,mmol/L,100.0,150.0
Protein [Mass/volume] in Urine between 0.0 and 1000.0 mg/L,http://loinc.org,2888-6,mg/L,0.0,1000.0
Body weight between 4.0 and 1000.0 [lb_us],http://loinc.org,29463-7,[lb_us],4.0,1000.0
Sodium [Moles/volume] in Serum or Plasma between 0.0 and 100.0 %,http://loinc.org,2951-2,%,0.0,100.0
Protein [Mass/volume] in Urine between 0.0 and 100.0 %,http://loinc.org,2888-6,%,0.0,100.0
Body weight between 198.0 and 680388.6 g,http://loinc.org,29463-7,g,198.0,680388.6
Microalbumin/Creatinine [Ratio] in Urine between 0.001 and 100.0 mg/mmol{creat},http://loinc.org,30000-4,mg/mmol{creat},0.001,100.0
Thyrotropin [Units/volume] in Serum or Plasma between 0.001 and 100.0 10*-3.[U]/L,http://loinc.org,3016-3,10*-3.[U]/L,0.001,100.0
Basophils/100 leukocytes in Blood between 0.01 and 2.0 %,http://loinc.org,30180-4,%,0.01,2.0
Thyroxine (T4) free [Mass/volume] in Serum or Plasma between 0.1 and 100.0 ng/dL,http://loinc.org,3024-7,ng/dL,0.1,100.0
Thyroxine (T4) [Mass/volume] in Serum or Plasma between 0.1 and 10.0 mg/dL,http://loinc.org,3026-2,mg/dL,0.1,10.0
Blasts [#/volume] in Blood between 1.0 and 326.0 10*3/uL,http://loinc.org,30376-8,10*3/uL,1.0,326.0
MCV [Entitic volume] between 70.0 and 120.0 fL,http://loinc.org,30428-7,fL,70.0,120.0
Segmented neutrophils [#/volume] in Blood between 0.1 and 10.0 10*3/mm3,http://loinc.org,30451-9,10*3/mm3,0.1,10.0
Triiodothyronine (T3) Free [Mass/volume] in Serum or Plasma between 1.0 and 100.0 pg/mL,http://loinc.org,3051-0,pg/mL,1.0,100.0
C reactive protein [Mass/volume] in Serum or Plasma by High sensitivity method between 9.0 and 127.0 ng/mL,http://loinc.org,30522-7,ng/mL,9.0,127.0
Triiodothyronine (T3) [Mass/volume] in Serum or Plasma between 0.001 and 1000.0 ng/mL,http://loinc.org,3053-6,ng/mL,0.001,1000.0
Testosterone [Mass/volume] in Serum or Plasma between 0.0 and 100.0 %,http://loinc.org,2986-8,%,0.0,100.0
Testosterone Free [Mass/volume] in Serum or Plasma between 0.001 and 1000.0 ng/dL,http://loinc.org,2991-8,ng/dL,0.001,1000.0
Microalbumin/Creatinine [Ratio] in Urine between 0.001 and 100.0 ug/mg,http://loinc.org,30000-4,ug/mg,0.001,100.0
Thyrotropin [Units/volume] in Serum or Plasma between 0.1 and 20.0 10*-3.[iU]/L,http://loinc.org,3016-3,10*-3.[iU]/L,0.1,20.0
Thyroxine (T4) [Mass/volume] in Serum or Plasma between 0.1 and 10.0 ug/dL,http://loinc.org,3026-2,ug/dL,0.1,10.0
Erythrocyte sedimentation rate between 0.0 and 100.0 %,http://loinc.org,30341-2,%,0.0,100.0
Transferrin [Mass/volume] in Serum or Plasma between 0.0 and 100.0 umol/L,http://loinc.org,3034-6,umol/L,0.0,100.0
Lipase [Enzymatic activity/volume] in Serum or Plasma between 0.01 and 120.0 [U]/L,http://loinc.org,3040-3,[U]/L,0.01,120.0
Segmented neutrophils [#/volume] in Blood between 0.1 and 100.0 10*3/uL,http://loinc.org,30451-9,10*3/uL,0.1,100.0
Triiodothyronine (T3) Free [Mass/volume] in Serum or Plasma between 100.0 and 1000.0 pg/dL,http://loinc.org,3051-0,pg/dL,100.0,1000.0
C reactive protein [Mass/volume] in Serum or Plasma by High sensitivity method between 0.0 and 35.0 mg/dL,http://loinc.org,30522-7,mg/dL,0.0,35.0
Triiodothyronine (T3) [Mass/volume] in Serum or Plasma between 1.0 and 100.0 mg/dL,http://loinc.org,3053-6,mg/dL,1.0,100.0
Thyrotropin [Units/volume] in Serum or Plasma between 0.1 and 20.0 10*-6.[U]/mL,http://loinc.org,3016-3,10*-6.[U]/mL,0.1,20.0
Transferrin [Mass/volume] in Serum or Plasma between 1.0 and 10.0 g/L,http://loinc.org,3034-6,g/L,1.0,10.0
Segmented neutrophils [#/volume] in Blood between 0.0 and 100.0 %,http://loinc.org,30451-9,%,0.0,100.0
Triiodothyronine (T3) Free [Mass/volume] in Serum or Plasma between 3.0 and 10.0 pmol/L,http://loinc.org,3051-0,pmol/L,3.0,10.0
Triiodothyronine (T3) [Mass/volume] in Serum or Plasma between 60.0 and 1000.0 ng/dL,http://loinc.org,3053-6,ng/dL,60.0,1000.0
Thyroxine (T4) [Mass/volume] in Serum or Plasma between 0.1 and 10.0 g/dL,http://loinc.org,3026-2,g/dL,0.1,10.0
Transferrin [Mass/volume] in Serum or Plasma between 0.0 and 100.0 %,http://loinc.org,3034-6,%,0.0,100.0
Urate [Mass/volume] in Serum or Plasma between 1.0 and 10.0 mg/dL,http://loinc.org,3084-1,mg/dL,1.0,10.0
Urate [Mass/volume] in Urine between 200.0 and 1000.0 mg/(24.h),http://loinc.org,3086-6,mg/(24.h),200.0,1000.0
Urea [Mass/volume] in Serum or Plasma between 1.0 and 200.0 mg/dL,http://loinc.org,3091-6,mg/dL,1.0,200.0
Natriuretic peptide B [Mass/volume] in Serum or Plasma between 0.0 and 5000.0 pg/mL,http://loinc.org,30934-4,pg/mL,0.0,5000.0
Reticulocytes/100 erythrocytes in Blood by Manual between 0.01 and 100.0 %,http://loinc.org,31112-6,%,0.01,100.0
Inhaled oxygen flow rate between 0.0 and 50.0 L/min,http://loinc.org,3151-8,L/min,0.0,50.0
Urate [Mass/volume] in Urine between 0.0 and 100.0 mg/dL,http://loinc.org,3086-6,mg/dL,0.0,100.0
Urea nitrogen [Mass/volume] in Serum or Plasma between 0.0 and 1000.0 mmol/L,http://loinc.org,3094-0,mmol/L,0.0,1000.0
Urea nitrogen/Creatinine [Mass Ratio] in Serum or Plasma between 0.0 and 100.0 %,http://loinc.org,3097-3,%,0.0,100.0
Body weight Measured between 5.0 and 1000.0 mg,http://loinc.org,3141-9,mg,5.0,1000.0
Urea nitrogen [Mass/volume] in Serum or Plasma between 0.0 and 100.0 %,http://loinc.org,3094-0,%,0.0,100.0
aPTT in Blood by Coagulation assay between 18.0 and 60.0 s,http://loinc.org,3173-2,s,18.0,60.0
Cardiolipin IgG Ab [Units/volume] in Serum by Immunoassay between 1.0 and 39.0 [GPL'U],http://loinc.org,3181-5,[GPL'U],1.0,39.0
Cardiolipin IgM Ab [Units/volume] in Serum by Immunoassay between 1.0 and 98.0 [MPL'U],http://loinc.org,3182-3,[MPL'U],1.0,98.0
Glucose [Mass/volume] in Capillary blood between 1.0 and 250.0 mg/dL,http://loinc.org,32016-8,mg/dL,1.0,250.0
Thyroxine (T4) free index in Serum or Plasma by calculation between 0.0 and 100.0 %,http://loinc.org,32215-6,%,0.0,100.0
Albumin/Creatinine [Ratio] in Urine between 1.0 and 1000.0 {ratio},http://loinc.org,32294-1,{ratio},1.0,1000.0
Cardiolipin IgG Ab [Units/volume] in Serum by Immunoassay between 1.0 and 3.0 mmol/L,http://loinc.org,3181-5,mmol/L,1.0,3.0
Anion gap in Serum or Plasma between 4.0 and 41.0 10*-3.eq/L,http://loinc.org,33037-3,10*-3.eq/L,4.0,41.0
Transferrin receptor.soluble [Moles/volume] in Serum or Plasma between 11.0 and 1000.0 nmol/L,http://loinc.org,33210-6,nmol/L,11.0,1000.0
Acetaminophen [Mass/volume] in Serum or Plasma between 0.0 and 6.0 ng/mL,http://loinc.org,3298-7,ng/mL,0.0,6.0
Anion gap in Serum or Plasma between 4.0 and 18.0 mmol/L,http://loinc.org,33037-3,mmol/L,4.0,18.0
Amiodarone [Mass/volume] in Serum or Plasma between 1.0 and 6.0 mg/L,http://loinc.org,3330-8,mg/L,1.0,6.0
Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma between 0.0 and 27000.0 pg/mL,http://loinc.org,33762-6,pg/mL,0.0,27000.0
Cyclic citrullinated peptide IgG Ab [Units/volume] in Serum or Plasma between 1.0 and 1000.0 [U]/mL,http://loinc.org,33935-8,[U]/mL,1.0,1000.0
Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma between 0.0 and 27.0 ng/mL,http://loinc.org,33762-6,ng/mL,0.0,27.0
Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma between 0.0 and 50.0 ng/dL,http://loinc.org,33762-6,ng/dL,0.0,50.0
Glasgow coma scale between 3.0 and 15.0 No matching concept,http://loinc.org,35088-4,No matching concept,3.0,15.0
INR in Blood by Coagulation assay between 0.0 and 30.0 '',http://loinc.org,34714-6,'',0.0,30.0
INR in Blood by Coagulation assay between 0.0 and 30.0 y,http://loinc.org,34714-6,y,0.0,30.0
INR in Blood by Coagulation assay between 0.0 and 30.0 [U],http://loinc.org,34714-6,[U],0.0,30.0
Insulin [Mass/volume] in Serum or Plasma between 0.0 and 1000.0 10*-6.[U]/mL,http://loinc.org,3695-4,10*-6.[U]/mL,0.0,1000.0
Lithium [Mass/volume] in Serum or Plasma between 0.0 and 150.0 10*-3.eq/L,http://loinc.org,3719-2,10*-3.eq/L,0.0,150.0
Lithium [Mass/volume] in Serum or Plasma between 0.0 and 3.0 ug/mL,http://loinc.org,3719-2,ug/mL,0.0,3.0
Lithium [Mass/volume] in Serum or Plasma between 0.0 and 1000.0 mmol/L,http://loinc.org,3719-2,mmol/L,0.0,1000.0
Creatinine [Mass/volume] in Blood between 0.1 and 5.0 mg/dL,http://loinc.org,38483-4,mg/dL,0.1,5.0
Immature granulocytes/100 leukocytes in Blood between 0.0 and 100.0 %,http://loinc.org,38518-7,%,0.0,100.0
Phenytoin [Mass/volume] in Serum or Plasma between 0.0 and 40.0 mg/L,http://loinc.org,3968-5,mg/L,0.0,40.0
Valproate [Mass/volume] in Serum or Plasma between 0.0 and 1000.0 ug/mL,http://loinc.org,4086-5,ug/mL,0.0,1000.0
Valproate [Mass/volume] in Serum or Plasma between 0.0 and 1000.0 mg/L,http://loinc.org,4086-5,mg/L,0.0,1000.0
Anion gap in Blood between 4.0 and 41.0 10*-3.eq/L,http://loinc.org,41276-7,10*-3.eq/L,4.0,41.0
Anion gap in Blood between 1.0 and 25.0 10*-3.eq,http://loinc.org,41276-7,10*-3.eq,1.0,25.0
Anion gap in Blood between 1.0 and 25.0 mmol/L,http://loinc.org,41276-7,mmol/L,1.0,25.0
Anion gap in Blood between 2.2 and 19.0 g/dL,http://loinc.org,41276-7,g/dL,2.2,19.0
Hemoglobin A1c [Mass/volume] in Blood between 1.0 and 20.0 g/dL,http://loinc.org,41995-2,g/dL,1.0,20.0
Hemoglobin A1c [Mass/volume] in Blood between 0.0 and 100.0 %,http://loinc.org,41995-2,%,0.0,100.0
Urea nitrogen/Creatinine [Mass Ratio] in Blood between 0.0 and 100.0 %,http://loinc.org,44734-2,%,0.0,100.0
Complement C3 [Mass/volume] in Serum or Plasma between 30.0 and 1000.0 mg/dL,http://loinc.org,4485-9,mg/dL,30.0,1000.0
Complement C4 [Mass/volume] in Serum or Plasma between 15.0 and 1000.0 mg/dL,http://loinc.org,4498-2,mg/dL,15.0,1000.0
Erythrocyte sedimentation rate by Wintrobe method between 0.0 and 100.0 mm/h,http://loinc.org,4538-5,mm/h,0.0,100.0
Hematocrit [Volume Fraction] of Blood by Automated count between 0.0 and 47.0 L/L,http://loinc.org,4544-3,L/L,0.0,47.0
Hemoglobin A1/Hemoglobin.total in Blood between 1.0 and 100.0 %,http://loinc.org,4547-6,%,1.0,100.0
Complement C3 [Mass/volume] in Serum or Plasma between 560.0 and 2000.0 mg/L,http://loinc.org,4485-9,mg/L,560.0,2000.0
Erythrocyte sedimentation rate by Westergren method between 2.0 and 59.0 mm,http://loinc.org,4537-7,mm,2.0,59.0
Hematocrit [Volume Fraction] of Blood by Automated count between 1.0 and 50.0 %,http://loinc.org,4544-3,%,1.0,50.0
Hemoglobin A1c/Hemoglobin.total in Blood between 4.0 and 15.0 %,http://loinc.org,4548-4,%,4.0,15.0
Complement C3 [Mass/volume] in Serum or Plasma between 1.0 and 4.0 g/L,http://loinc.org,4485-9,g/L,1.0,4.0
Prothrombin time (PT) in Capillary blood by Coagulation assay between 3.0 and 170.0 s,http://loinc.org,46417-2,s,3.0,170.0
"Glomerular filtration rate/1.73 sq M predicted among non-blacks [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD) between 10.0 and 150.0 m",http://loinc.org,48642-3,m,10.0,150.0
"Glomerular filtration rate/1.73 sq M predicted among non-blacks [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD) between 10.0 and 150.0 [in_us]",http://loinc.org,48642-3,[in_us],10.0,150.0
"Glomerular filtration rate/1.73 sq M predicted among blacks [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD) between 6.0 and 240.0 mL/min",http://loinc.org,48643-1,mL/min,6.0,240.0
"Glomerular filtration rate/1.73 sq M predicted among non-blacks [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD) between 10.0 and 150.0 mL/min/1.73.m2",http://loinc.org,48642-3,mL/min/1.73.m2,10.0,150.0
"Glomerular filtration rate/1.73 sq M predicted among blacks [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD) between 10.0 and 150.0 [U]",http://loinc.org,48643-1,[U],10.0,150.0
"Glomerular filtration rate/1.73 sq M predicted among non-blacks [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD) between 5.0 and 200.0 mL/min",http://loinc.org,48642-3,mL/min,5.0,200.0
"Glomerular filtration rate/1.73 sq M predicted among non-blacks [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD) between 10.0 and 150.0 mL",http://loinc.org,48642-3,mL,10.0,150.0
"Glomerular filtration rate/1.73 sq M predicted among non-blacks [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD) between 10.0 and 150.0 L",http://loinc.org,48642-3,L,10.0,150.0
"Glomerular filtration rate/1.73 sq M predicted among non-blacks [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD) between 10.0 and 150.0 [U]",http://loinc.org,48642-3,[U],10.0,150.0
