expectation_name,system,system_oid,code,ucum_code,low,high
Eosinophils [#/volume] in Blood by Automated count between 0.0 and 7.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,711-2,%,0.0,7.0
Hemoglobin [Mass/volume] in Blood between 1.0 and 100.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,718-7,g/dL,1.0,100.0
Hemoglobin [Mass/volume] in Blood between 0.0 and 60.0 mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,718-7,mL,0.0,60.0
Hemoglobin [Mass/volume] in Blood between 0.0 and 100.0 fL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,718-7,fL,0.0,100.0
Hemoglobin [Mass/volume] in Blood between 0.0 and 17.0 mg,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,718-7,mg,0.0,17.0
Hemoglobin [Mass/volume] in Blood between 0.0 and 35.0 pg,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,718-7,pg,0.0,35.0
Lymphocytes [#/volume] in Blood by Automated count between 0.0 and 1.0 10*3/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,731-0,10*3/mL,0.0,1.0
Lymphocytes [#/volume] in Blood by Manual count between 0.01 and 50.0 10*3/uL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,732-8,10*3/uL,0.01,50.0
Lymphocytes [#/volume] in Blood by Manual count between 0.0 and 3000.0 /uL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,732-8,/uL,0.0,3000.0
Lymphocytes [#/volume] in Blood by Automated count between 0.01 and 50.0 10*3/uL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,731-0,10*3/uL,0.01,50.0
Lymphocytes [#/volume] in Blood by Manual count between 0.0 and 100.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,732-8,%,0.0,100.0
Lymphocytes [#/volume] in Blood by Automated count between 0.0 and 10000.0 /uL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,731-0,/uL,0.0,10000.0
Lymphocytes [#/volume] in Blood by Automated count between 0.0 and 100.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,731-0,%,0.0,100.0
Monocytes [#/volume] in Blood by Automated count between 0.0 and 1.0 10*3/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,742-7,10*3/mL,0.0,1.0
Monocytes [#/volume] in Blood by Manual count between 0.0 and 100.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,743-5,%,0.0,100.0
Monocytes [#/volume] in Blood by Automated count between 0.0 and 1000.0 10*3/mm3,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,742-7,10*3/mm3,0.0,1000.0
Monocytes [#/volume] in Blood by Automated count between 0.0 and 1000.0 10*6/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,742-7,10*6/mL,0.0,1000.0
Monocytes [#/volume] in Blood by Automated count between 0.0 and 100.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,742-7,%,0.0,100.0
Neutrophils [#/volume] in Blood by Manual count between 0.01 and 50.0 10*3/uL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,753-4,10*3/uL,0.01,50.0
Neutrophils [#/volume] in Blood by Automated count between 0.01 and 50.0 10*3/mm3,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,751-8,10*3/mm3,0.01,50.0
Neutrophils [#/volume] in Blood by Manual count between 1.0 and 50000.0 /uL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,753-4,/uL,1.0,50000.0
Neutrophils [#/volume] in Blood by Automated count between 1.0 and 50000.0 /uL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,751-8,/uL,1.0,50000.0
Systolic blood pressure by Noninvasive between 10.0 and 250.0 mm[Hg],http://loinc.org,urn:oid:2.16.840.1.113883.6.1,76534-7,mm[Hg],10.0,250.0
Neutrophils/100 leukocytes in Blood by Automated count between 45.0 and 75.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,770-8,%,45.0,75.0
Platelet mean volume [Entitic volume] in Blood by Rees-Ecker between 7.0 and 20.0 fL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,776-5,fL,7.0,20.0
Fibrin D-dimer [Units/volume] in Platelet poor plasma between 0.0 and 3.0 ug/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,7799-0,ug/mL,0.0,3.0
Fibrin D-dimer [Units/volume] in Platelet poor plasma between 0.0 and 2500.0 ng/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,7799-0,ng/mL,0.0,2500.0
MCHC [Mass/volume] by Automated count between 27.0 and 40.0 g/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,786-4,g/L,27.0,40.0
MCHC [Mass/volume] by Automated count between 27.0 and 40.0 pg,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,786-4,pg,27.0,40.0
Fibrin D-dimer [Units/volume] in Platelet poor plasma between 0.0 and 1500.0 ug/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,7799-0,ug/L,0.0,1500.0
Platelets [#/volume] in Blood by Automated count between 1.0 and 4000.0 10*3/mm3,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,777-3,10*3/mm3,1.0,4000.0
Platelets [#/volume] in Blood by Automated count between 100.0 and 1000.0 10*3/uL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,777-3,10*3/uL,100.0,1000.0
Platelets [#/volume] in Blood by Automated count between 1.0 and 10.0 10*6/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,777-3,10*6/mL,1.0,10.0
Platelets [#/volume] in Blood by Automated count between 10.0 and 1000.0 /mm3,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,777-3,/mm3,10.0,1000.0
Platelets [#/volume] in Blood by Automated count between 100000.0 and 1000000.0 /uL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,777-3,/uL,100000.0,1000000.0
MCV [Entitic volume] by Automated count between 70.0 and 120.0 fL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,787-2,fL,70.0,120.0
Erythrocyte distribution width [Ratio] by Automated count between 12.0 and 54.0 fL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,788-0,fL,12.0,54.0
Erythrocytes [#/volume] in Blood by Automated count between 0.0 and 6.0 uL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,789-8,uL,0.0,6.0
Erythrocytes [#/volume] in Blood by Automated count between 0.0 and 2.0 10*3/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,789-8,10*3/mL,0.0,2.0
Erythrocytes [#/volume] in Blood by Automated count between 0.0 and 5.0 10*3/mm3,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,789-8,10*3/mm3,0.0,5.0
Erythrocytes [#/volume] in Blood by Automated count between 0.0 and 100.0 10*3/uL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,789-8,10*3/uL,0.0,100.0
Erythrocytes [#/volume] in Blood by Automated count between 0.0 and 100.0 10*6/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,789-8,10*6/mL,0.0,100.0
Leukocytes [#/volume] in Cerebral spinal fluid by Manual count between 0.0 and 11.0 /mm3,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,806-0,/mm3,0.0,11.0
Leukocytes [#/volume] in Cerebral spinal fluid by Manual count between 0.0 and 200.0 /uL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,806-0,/uL,0.0,200.0
Body surface area between 1.0 and 52.0 m2,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,8277-6,m2,1.0,52.0
Body temperature between 34.0 and 45.0 Cel,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,8310-5,Cel,34.0,45.0
Waist Circumference at umbilicus by Tape measure between 15.0 and 74.0 [in_us],http://loinc.org,urn:oid:2.16.840.1.113883.6.1,8280-0,[in_us],15.0,74.0
Body temperature between 36.0 and 71.0 F,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,8310-5,F,36.0,71.0
Waist Circumference at umbilicus by Tape measure between 40.0 and 222.0 cm,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,8280-0,cm,40.0,222.0
Body height between 2.0 and 275.0 [in_i],http://loinc.org,urn:oid:2.16.840.1.113883.6.1,8302-2,[in_i],2.0,275.0
Body height between 20.0 and 250.0 cm,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,8302-2,cm,20.0,250.0
Systolic blood pressure--standing between 10.0 and 250.0 mm[Hg],http://loinc.org,urn:oid:2.16.840.1.113883.6.1,8460-8,mm[Hg],10.0,250.0
Systolic blood pressure--supine between 10.0 and 250.0 mm[Hg],http://loinc.org,urn:oid:2.16.840.1.113883.6.1,8461-6,mm[Hg],10.0,250.0
Diastolic blood pressure between 30.0 and 200.0 mm[Hg],http://loinc.org,urn:oid:2.16.840.1.113883.6.1,8462-4,mm[Hg],30.0,200.0
Mean blood pressure between 10.0 and 500.0 mm[Hg],http://loinc.org,urn:oid:2.16.840.1.113883.6.1,8478-0,mm[Hg],10.0,500.0
Systolic blood pressure by palpation between 10.0 and 250.0 mm[Hg],http://loinc.org,urn:oid:2.16.840.1.113883.6.1,8479-8,mm[Hg],10.0,250.0
Q-T interval corrected between 0.0 and 1000.0 No matching concept,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,8636-3,No matching concept,0.0,1000.0
Heart rate between 10.0 and 500.0 {counts}/min,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,8867-4,{counts}/min,10.0,500.0
Cholesterol.total/Cholesterol in HDL [Percentile] between 2.0 and 75.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,9322-9,%,2.0,75.0
Cholesterol.total/Cholesterol in HDL [Mass Ratio] in Serum or Plasma between 2.0 and 158.0 {ratio},http://loinc.org,urn:oid:2.16.840.1.113883.6.1,9830-1,{ratio},2.0,158.0
Total cholesterol level between 1.0 and 15.0 mmol/L,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,853681000000104,mmol/L,1.0,15.0
Serum total cholesterol level between 1.0 and 15.0 mmol/L,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,994351000000103,mmol/L,1.0,15.0
INR in Platelet poor plasma by Coagulation assay between 0.0 and 30.0 kg,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,6301-6,kg,0.0,30.0
INR in Platelet poor plasma by Coagulation assay between 0.0 and 30.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,6301-6,mg/dL,0.0,30.0
INR in Platelet poor plasma by Coagulation assay between 0.0 and 30.0 10*6/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,6301-6,10*6/mL,0.0,30.0
INR in Platelet poor plasma by Coagulation assay between 0.0 and 30.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,6301-6,mmol/L,0.0,30.0
INR in Platelet poor plasma by Coagulation assay between 0.0 and 30.0 mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,6301-6,mL,0.0,30.0
INR in Platelet poor plasma by Coagulation assay between 0.0 and 30.0 mg,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,6301-6,mg,0.0,30.0
INR in Platelet poor plasma by Coagulation assay between 0.01 and 30.0 {ratio},http://loinc.org,urn:oid:2.16.840.1.113883.6.1,6301-6,{ratio},0.01,30.0
Leukocytes [#/volume] in Blood by Automated count between 0.0 and 11.0 10*6/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,6690-2,10*6/mL,0.0,11.0
Basophils [#/volume] in Blood by Automated count between 0.0 and 400.0 10*9/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,704-7,10*9/L,0.0,400.0
Basophils [#/volume] in Blood by Automated count between 0.0 and 400000000.0 10*3/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,704-7,10*3/L,0.0,400000000.0
Basophils [#/volume] in Blood by Automated count between 0.001 and 400.0 10*3/mm3,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,704-7,10*3/mm3,0.001,400.0
Basophils [#/volume] in Blood by Automated count between 0.001 and 400.0 /uL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,704-7,/uL,0.001,400.0
Hemoglobin [Mass/volume] in Blood between 0.0 and 4000.0 [oz_av],http://loinc.org,urn:oid:2.16.840.1.113883.6.1,718-7,[oz_av],0.0,4000.0
Eosinophils [#/volume] in Blood by Automated count between 0.0 and 1.0 10*3/uL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,711-2,10*3/uL,0.0,1.0
Eosinophils [#/volume] in Blood by Automated count between 0.0 and 1.0 10*6/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,711-2,10*6/mL,0.0,1.0
Hemoglobin [Mass/volume] in Blood between 0.0 and 14.0 [lb_us],http://loinc.org,urn:oid:2.16.840.1.113883.6.1,718-7,[lb_us],0.0,14.0
Hemoglobin [Mass/volume] in Blood between 0.0 and 1000.0 g/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,718-7,g/L,0.0,1000.0
Hemoglobin [Mass/volume] in Blood between 0.0 and 110.0 cm,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,718-7,cm,0.0,110.0
Hemoglobin [Mass/volume] in Blood between 0.0 and 100.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,718-7,%,0.0,100.0
Lymphocytes/100 leukocytes in Blood by Automated count between 0.0 and 100.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,736-9,%,0.0,100.0
Lymphocytes/100 leukocytes in Blood by Manual count between 0.01 and 50.0 10*3/uL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,737-7,10*3/uL,0.01,50.0
Lymphocytes [#/volume] in Blood by Automated count between 0.0 and 4.0 10*3/mm3,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,731-0,10*3/mm3,0.0,4.0
Lymphocytes/100 leukocytes in Blood by Manual count between 0.0 and 1000.0 10*6/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,737-7,10*6/mL,0.0,1000.0
Lymphocytes/100 leukocytes in Blood by Manual count between 0.0 and 100.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,737-7,%,0.0,100.0
Monocytes [#/volume] in Blood by Automated count between 0.0 and 3000.0 /uL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,742-7,/uL,0.0,3000.0
Neutrophils [#/volume] in Blood by Automated count between 0.01 and 50.0 10*9/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,751-8,10*9/L,0.01,50.0
MCHC [Mass/volume] by Automated count between 27.0 and 40.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,786-4,g/dL,27.0,40.0
MCHC [Mass/volume] by Automated count between 27.0 and 40.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,786-4,%,27.0,40.0
Platelets [#/volume] in Blood by Automated count between 100.0 and 600.0 10*9/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,777-3,10*9/L,100.0,600.0
Erythrocytes [#/volume] in Blood by Automated count between 0.0 and 6.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,789-8,g/dL,0.0,6.0
Body height between 0.2 and 2.5 m,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,8302-2,m,0.2,2.5
Cholesterol.total/Cholesterol in HDL [Mass Ratio] in Serum or Plasma between 1.0 and 75.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,9830-1,%,1.0,75.0
Total cholesterol level between 50.0 and 500.0 mg/dL,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,853681000000104,mg/dL,50.0,500.0
Segmented neutrophils/100 leukocytes in Blood by Manual count between 25.0 and 100.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,769-0,%,25.0,100.0
Respiratory rate between 0.0 and 100.0 ',http://loinc.org,urn:oid:2.16.840.1.113883.6.1,9279-1,',0.0,100.0
Peanut IgE Ab [Units/volume] in Serum between 4.0 and 1000.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,6206-7,%,4.0,1000.0
INR in Platelet poor plasma by Coagulation assay between 0.0 and 30.0 L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,6301-6,L,0.0,30.0
"Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum, Plasma or Blood between 10.0 and 150.0 mL/min/1.73.m2",http://loinc.org,urn:oid:2.16.840.1.113883.6.1,69405-9,mL/min/1.73.m2,10.0,150.0
Basophils [#/volume] in Blood by Manual count between 7.0 and 350.0 /uL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,705-4,/uL,7.0,350.0
Hemoglobin [Mass/volume] in Blood between 0.0 and 15.0 m,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,718-7,m,0.0,15.0
Eosinophils [#/volume] in Blood by Manual count between 0.0 and 600.0 /uL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,712-0,/uL,0.0,600.0
Neutrophils [#/volume] in Blood by Automated count between 0.01 and 50.0 10*3/uL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,751-8,10*3/uL,0.01,50.0
Fibrin D-dimer [Units/volume] in Platelet poor plasma between 0.0 and 2.0 mg/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,7799-0,mg/L,0.0,2.0
Erythrocyte distribution width [Ratio] by Automated count between 0.0 and 100.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,788-0,%,0.0,100.0
Erythrocytes [#/volume] in Blood by Automated count between 0.0 and 5.0 /mm3,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,789-8,/mm3,0.0,5.0
Systolic blood pressure between 10.0 and 250.0 mm[Hg],http://loinc.org,urn:oid:2.16.840.1.113883.6.1,8480-6,mm[Hg],10.0,250.0
Eosinophils [#/volume] in Blood by Automated count between 0.0 and 1.0 10*3/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,711-2,10*3/mL,0.0,1.0
Hemoglobin [Mass/volume] in Blood between 0.0 and 115.0 kg,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,718-7,kg,0.0,115.0
Lymphocytes [#/volume] in Blood by Automated count between 0.0 and 1000.0 10*6/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,731-0,10*6/mL,0.0,1000.0
Leukocytes [#/volume] in Blood by Automated count between 0.0 and 150.0 kPa,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,6690-2,kPa,0.0,150.0
Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma between 1.0 and 236.0 mg/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,6768-6,mg/dL,1.0,236.0
Basophils/100 leukocytes in Blood by Manual count between 0.001 and 1000.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,707-0,%,0.001,1000.0
Eosinophils [#/volume] in Blood by Automated count between 0.0 and 1.0 10*9/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,711-2,10*9/L,0.0,1.0
Myelocytes/100 leukocytes in Blood by Manual count between 0.0 and 100.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,749-2,%,0.0,100.0
Erythrocytes [#/volume] in Blood by Automated count between 0.01 and 6.0 10*6/uL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,789-8,10*6/uL,0.01,6.0
Body height between 20000.0 and 250000.0 mm,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,8302-2,mm,20000.0,250000.0
Leukocytes [#/volume] in Blood by Automated count between 0.0 and 100.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,6690-2,%,0.0,100.0
Leukocytes [#/volume] in Blood by Automated count between 0.0 and 11.0 10*3/mm3,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,6690-2,10*3/mm3,0.0,11.0
Leukocytes [#/volume] in Blood by Automated count between 0.01 and 11.0 10*3/uL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,6690-2,10*3/uL,0.01,11.0
Eosinophils [#/volume] in Blood by Manual count between 0.001 and 20.0 10*3/uL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,712-0,10*3/uL,0.001,20.0
Hemoglobin [Mass/volume] in Blood between 0.0 and 6.0 mmol/L,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,718-7,mmol/L,0.0,6.0
Body height between 2.0 and 275.0 [in_us],http://loinc.org,urn:oid:2.16.840.1.113883.6.1,8302-2,[in_us],2.0,275.0
Serum total cholesterol level between 50.0 and 500.0 mg/dL,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,994351000000103,mg/dL,50.0,500.0
Leukocytes [#/volume] in Blood by Manual count between 0.0 and 100.0 10*3/uL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,804-5,10*3/uL,0.0,100.0
Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma between 4.2 and 37.0 g/dL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,6768-6,g/dL,4.2,37.0
Respiratory rate between 0.0 and 100.0 /min,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,9279-1,/min,0.0,100.0
"Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (CKD-EPI) between 10.0 and 150.0 mL/min/1.73.m2",http://loinc.org,urn:oid:2.16.840.1.113883.6.1,62238-1,mL/min/1.73.m2,10.0,150.0
25-Hydroxyvitamin D2+25-Hydroxyvitamin D3 [Mass/volume] in Serum or Plasma between 5.0 and 1000.0 ng/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,62292-8,ng/mL,5.0,1000.0
Eosinophils [#/volume] in Blood by Manual count between 0.0 and 10.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,712-0,%,0.0,10.0
Erythrocytes [#/volume] in Blood by Automated count between 0.0 and 60.0 %,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,789-8,%,0.0,60.0
Thyroperoxidase Ab [Units/volume] in Serum or Plasma between 0.0 and 1000.0 [iU]/mL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,8099-4,[iU]/mL,0.0,1000.0
Eosinophils [#/volume] in Blood by Automated count between 0.0 and 1.0 10*3/mm3,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,711-2,10*3/mm3,0.0,1.0
Leukocytes [#/volume] in Blood by Automated count between 0.0 and 9000.0 mm3,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,6690-2,mm3,0.0,9000.0
Leukocytes [#/volume] in Blood by Automated count between 0.0 and 11.0 [U],http://loinc.org,urn:oid:2.16.840.1.113883.6.1,6690-2,[U],0.0,11.0
Monocytes [#/volume] in Blood by Automated count between 0.0 and 1000.0 10*3/uL,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,742-7,10*3/uL,0.0,1000.0
Systolic blood pressure--sitting between 10.0 and 250.0 mm[Hg],http://loinc.org,urn:oid:2.16.840.1.113883.6.1,8459-0,mm[Hg],10.0,250.0
INR in Platelet poor plasma by Coagulation assay between 0.0 and 30.0 ms,http://loinc.org,urn:oid:2.16.840.1.113883.6.1,6301-6,ms,0.0,30.0
Alanine aminotransferase measurement between 5.0 and 2000.0 [U],http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,34608000,[U],5.0,2000.0
Systolic blood pressure on admission between 10.0 and 250.0 mm[Hg],http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,399304008,mm[Hg],10.0,250.0
Sitting systolic blood pressure between 10.0 and 250.0 mm[Hg],http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,407554009,mm[Hg],10.0,250.0
Glucose measurement between 0.0 and 2.0 g/L,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,36048009,g/L,0.0,2.0
Lying systolic blood pressure between 10.0 and 250.0 mm[Hg],http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,407556006,mm[Hg],10.0,250.0
Standing systolic blood pressure between 10.0 and 250.0 mm[Hg],http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,400974009,mm[Hg],10.0,250.0
Glucose measurement between 0.0 and 9.0 nmol/L,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,36048009,nmol/L,0.0,9.0
Triglycerides between 40.0 and 1000.0 mg/dL,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,14740000,mg/dL,40.0,1000.0
Triglycerides between 0.0 and 100.0 %,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,14740000,%,0.0,100.0
"Potassium; serum, plasma or whole blood between 3.0 and 8.0 mmol/L",http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,312468003,mmol/L,3.0,8.0
"Potassium; serum, plasma or whole blood between 3.0 and 8.0 10*-3.eq/L",http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,312468003,10*-3.eq/L,3.0,8.0
Iron between 0.0 and 1000.0 ug/dL,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,42950004,ug/dL,0.0,1000.0
Iron between 0.0 and 100.0 %,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,42950004,%,0.0,100.0
Hemoglobin; glycosylated (A1C) between 0.0 and 3000.0 nmol/L,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,43396009,nmol/L,0.0,3000.0
Blood count; hemoglobin (Hgb) between 2.0 and 319.0 ug/dL,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,441689006,ug/dL,2.0,319.0
Blood count; hemoglobin (Hgb) between 3.0 and 36.0 g/dL,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,441689006,g/dL,3.0,36.0
Ferritin between 0.0 and 70.0 10*3/uL,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,489004,10*3/uL,0.0,70.0
Ferritin between 0.01 and 700.0 ng/mL,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,489004,ng/mL,0.01,700.0
Ferritin between 0.0 and 150.0 mg/dL,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,489004,mg/dL,0.0,150.0
Ferritin between 0.0 and 40.0 %,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,489004,%,0.0,40.0
Thyroid stimulating hormone (TSH) between 0.0 and 100.0 %,http://snomed.info/sct,urn:oid:2.16.840.1.113883.6.96,61167004,%,0.0,100.0
Digoxin [Mass/volume] in Serum or Plasma between 0.0 and 2.0 ng/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,80162,ng/mL,0.0,2.0
Valproate [Mass/volume] in Serum or Plasma between 0.0 and 1000.0 ug/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,80164,ug/mL,0.0,1000.0
Lithium [Mass/volume] in Serum or Plasma between 0.0 and 150.0 10*-3.eq/L,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,80178,10*-3.eq/L,0.0,150.0
Phenytoin [Mass/volume] in Serum or Plasma between 0.0 and 40.0 ug/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,80185,ug/mL,0.0,40.0
Amiodarone [Mass/volume] in Serum or Plasma between 0.0 and 556.0 ug/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,80299,ug/mL,0.0,556.0
Acetaminophen [Mass/volume] in Serum or Plasma between 0.0 and 1000.0 ug/mL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82003,ug/mL,0.0,1000.0
Albumin [Mass/volume] in Serum or Plasma between 1000.0 and 18000.0 mg/dL,http://www.ama-assn.org/go/cpt,urn:oid:2.16.840.1.113883.6.12,82040,mg/dL,1000.0,18000.0
